,actor_id,login,name,email,bio,type,followers,following,tfidf_similarity,counts_of_activity,counts_of_issue,counts_of_pull_request,counts_of_repository,counts_of_commit,counts_of_active_day,periodicity_of_activities,counts_of_connection_account,median_response_time,label
8119,19857788,0,0,0,0,0,14,0,0.0,8427,217,4024,2306,1880,295,0.224292158,11,9791.647059,Human
8120,1356444,0,0,0,0,0,255,23,0.0,3314,395,880,998,853,260,0.224290345,29,24449.675,Human
8121,8957547,0,0,0,0,0,70,7,0.024205679,1840,109,1194,105,432,208,0.224280107,38,6996.35,Human
8122,605986,0,0,0,0,0,63,2,0.02016569,473,90,15,87,262,86,0.224240392,3,59238.04762,Human
8123,20839912,0,0,0,0,0,16,5,0.0,2678,867,913,181,717,219,0.224234923,95,12796.67857,Human
8124,62957278,0,0,0,0,0,1,0,0.030336293,824,654,19,4,147,210,0.224233315,76,28898.51389,Human
8125,33658723,0,0,0,0,0,2,0,0.0,5510,49,409,2197,1815,226,0.22421319,4,1236.578947,Human
8126,275871,0,0,0,0,0,2342,31,0.009823024,1853,580,891,171,210,271,0.224209996,82,35761.36111,Human
8127,2189609,0,0,0,0,0,149,125,0.011751597,1818,276,308,553,677,270,0.224189117,97,60458.17021,Human
8128,92150070,0,0,0,0,0,0,0,0.070414464,98,98,0,0,0,37,0.224183007,9,11089.85938,Human
8129,1929317,0,0,0,0,0,132,50,0.088621627,5001,642,1204,1136,1925,259,0.224175777,20,8126.692308,Human
8130,10406971,0,0,0,0,0,9,2,0.0,461,192,165,77,27,101,0.224135372,19,2914.841463,Human
8131,13993883,0,0,0,0,0,1,0,0.0,1127,253,475,149,249,177,0.224132986,42,7611.704918,Human
8132,1710179,0,0,0,0,0,14,0,0.0,422,90,116,63,153,126,0.224114526,31,1539.064935,Human
8133,20411966,0,0,0,0,0,12,35,0.0,362,131,56,81,94,98,0.22409517,12,551.0,Human
8134,12716979,0,0,0,0,0,12,9,0.010303052,861,78,285,112,386,175,0.224094875,21,22811.72549,Human
8135,165283,0,0,0,0,0,3992,1,0.077949535,5738,921,1112,1187,2512,284,0.22408923,10,489.76,Human
8136,18447034,0,0,0,0,0,1,0,0.023763353,1284,292,485,92,415,203,0.224042864,34,18044.74286,Human
8137,47457466,0,0,0,0,0,5,3,0.030070219,590,121,131,77,252,130,0.224041019,19,10533.83721,Human
8138,1558093,0,0,0,0,0,391,35,0.0,4950,502,2145,420,1874,229,0.224035968,16,8219.83871,Human
8139,39549453,0,0,0,0,0,1,0,0.0,461,4,163,68,226,122,0.22401565,18,10690.66667,Human
8140,50294648,0,0,0,0,0,0,0,0.054181922,2053,121,1252,186,491,192,0.224004134,37,5301.890244,Human
8141,14026360,0,0,0,0,0,3957,60,0.0,1440,141,261,461,564,194,0.223993509,48,47749.30508,Human
8142,44684119,1,0,0,0,0,0,0,0.194395869,11660,396,0,0,11264,247,0.223990432,3,2351.583333,Bot
8143,16716992,0,0,0,0,0,37,2,0.0,1167,375,495,17,280,178,0.223931855,73,53378.81159,Human
8144,4368172,0,0,0,0,0,77,0,0.095342541,6600,3123,688,94,2695,297,0.223928826,32,82334.92593,Bot
8145,3112309,0,0,0,0,0,71,1,0.027431334,7715,1350,942,1793,3626,347,0.223907126,60,303888.6316,Human
8146,10244328,0,0,0,0,0,12,0,0.0,3987,137,1395,979,1423,190,0.22390414,19,19303.67742,Human
8147,4216323,0,0,0,0,0,111,46,0.0,1611,229,262,247,873,106,0.223892305,40,20774.63291,Human
8148,8848022,0,0,0,0,0,43,95,0.089576027,4471,464,1468,810,1721,311,0.223885967,12,5204.45098,Human
8149,17558268,0,0,0,0,0,65,210,0.0,1433,305,338,255,530,170,0.223881749,28,34181.53061,Human
8150,12570877,0,0,0,0,0,32,21,0.034304051,2120,275,607,498,721,252,0.223864644,50,16981.0,Human
8151,134365,0,0,0,0,0,72,22,0.015143295,3263,143,727,858,1377,228,0.223831814,3,20284.53846,Human
8152,50295826,0,0,0,0,0,0,0,0.023905277,3144,87,1779,282,992,159,0.22382646,58,4776.844828,Human
8153,53745528,0,0,0,0,0,4,0,0.01529717,658,104,289,103,162,128,0.223791148,27,3453.661017,Human
8154,45819748,0,0,0,0,0,16,24,0.0,911,191,263,167,290,145,0.223773285,29,32822.625,Human
8155,4846154,0,0,0,0,0,60,9,0.03416165,128,56,15,30,20,43,0.223770852,8,11613.46154,Human
8156,161052,0,0,0,0,0,1104,175,0.0,6764,2015,3360,254,1117,350,0.223762763,49,59481.22222,Human
8157,8611520,0,0,0,0,0,17,3,0.0,3446,494,1724,571,656,202,0.223757493,26,12490.59459,Human
8158,7174278,0,0,0,0,0,36,8,0.047724073,30,5,2,13,8,16,0.223684211,3,980.3333333,Human
8159,52657989,0,0,0,0,0,39,34,0.0,14113,1119,5217,1528,6228,341,0.223681224,43,14548.38182,Human
8160,8656974,0,0,0,0,0,59,0,0.0,1490,417,235,106,723,153,0.223653312,19,46799.18182,Human
8161,30199227,0,0,0,0,0,3,0,0.025943692,3626,90,127,748,2146,250,0.22363722,6,31014.25,Human
8162,1132778,0,0,0,0,0,3,0,0.0,32,3,2,4,23,17,0.223607324,4,908.5,Bot
8163,5395690,0,0,0,0,0,21,6,0.075897208,4818,99,1201,1214,2299,220,0.223605477,9,4291.375,Human
8164,32884155,0,0,0,0,0,14,0,0.03017228,1006,475,475,17,34,184,0.223596719,71,11960.97101,Human
8165,666915,0,0,0,0,0,273,0,0.0,4877,1053,2691,395,727,193,0.223541503,20,12848.41176,Human
8166,40359487,0,0,0,0,0,69,22,0.018131625,4892,1374,2247,559,654,261,0.223489419,25,46249.18,Human
8167,43809577,0,0,0,0,1,0,0,0.112677724,2920,2920,0,0,0,265,0.223473327,86,341215.3333,Bot
8168,9445819,0,0,0,0,0,1,0,0.038071154,295,3,108,20,164,95,0.22341556,10,22008.5,Human
8169,6392201,0,0,0,0,0,80,0,0.0,3111,793,1131,453,731,207,0.223402429,93,14444.63889,Human
8170,469989,0,0,0,0,0,207,31,0.0,7351,467,2888,1753,2178,296,0.223388634,38,24441.96154,Human
8171,22457751,0,0,0,0,0,301,88,0.010717857,5280,1415,2044,648,1149,294,0.223380807,49,69470.77778,Human
8172,540893,0,0,0,0,0,49,57,0.022759615,2751,520,853,559,801,227,0.223374591,51,48609.21622,Human
8173,11467854,0,0,0,0,0,25,3,0.0,471,254,138,29,50,90,0.223372044,25,8071.258824,Human
8174,224733,0,0,0,0,0,84,2,0.020329627,6205,434,2537,514,2713,278,0.223360055,19,14587.06061,Human
8175,8896019,1,0,0,1,0,2,0,0.467326848,2868,2868,0,0,0,243,0.223320124,14,96207.07143,Bot
8176,1066895,0,0,0,0,0,10,0,0.057146361,4059,131,970,426,2528,232,0.223308424,6,7758.396552,Human
8177,1272980,0,0,0,0,0,75,20,0.0,2415,693,659,230,833,183,0.223306095,113,26123.96774,Human
8178,455023,0,0,0,0,0,9361,1,0.018505195,2326,380,811,387,734,232,0.223302929,56,22185.12903,Human
8179,1465179,0,0,0,0,0,3,0,0.024977374,3326,5,1,1,3319,231,0.223299379,1,9367.8,Human
8180,68879799,0,0,0,0,0,21,0,0.016699844,2735,544,906,301,977,223,0.223288267,74,53762.16667,Human
8181,6140516,0,0,0,0,0,176,60,0.009293272,4814,258,2444,1006,1104,280,0.223286276,14,2585.272727,Human
8182,20642658,0,0,0,0,0,4,3,0.057849438,854,9,370,192,282,105,0.223273216,5,4773.5,Human
8183,24275422,0,0,0,0,0,4,0,0.02103873,2181,536,978,60,607,190,0.223272559,113,12561.25843,Human
8184,2965009,0,0,0,0,0,9,0,0.016561037,4144,386,1059,437,2236,260,0.223269634,38,29128.65,Human
8185,24882762,0,0,0,0,0,196,2,0.026218727,10155,1600,5252,1422,1868,265,0.223268537,189,164593.35,Human
8186,720787,0,0,0,0,0,213,4,0.04954982,512,386,2,27,97,143,0.223249134,52,34797.14433,Human
8187,39232462,0,0,0,0,0,8,11,0.019067475,1887,490,834,96,467,225,0.223232161,51,23178.05882,Human
8188,31761158,0,0,0,0,0,24,3,0.015489108,1989,366,952,197,474,210,0.223225538,21,24109.78571,Human
8189,56730716,0,0,0,0,0,98,94,0.0,1260,460,378,95,321,105,0.22321336,27,13737.39655,Human
8190,893749,0,0,0,0,0,11,0,0.026239177,1046,198,541,158,149,164,0.22319309,49,13239.90698,Human
8191,1756620,0,0,0,0,0,61,32,0.017275675,466,125,221,45,74,75,0.223176088,20,43106.77778,Human
8192,39355,0,0,0,0,0,1877,67,0.0,4444,1434,401,459,2142,283,0.223175421,32,149251.0233,Human
8193,9995434,0,0,0,0,0,37,8,0.031783338,428,109,186,51,81,114,0.223164997,27,14140.11765,Human
8194,8097890,0,0,0,0,0,182,52,0.0,4637,387,783,1447,2010,353,0.223161846,49,16500.8125,Human
8195,4225330,0,0,0,0,0,564,7,0.015744563,711,213,156,77,264,134,0.223136175,17,6374.54717,Bot
8196,211,0,0,0,0,0,325,307,0.0,4483,826,1683,867,1092,305,0.223134107,53,335717.2667,Human
8197,72965,0,0,0,0,0,80,54,0.018351336,2258,465,1151,247,394,184,0.223129079,23,11842.11429,Human
8198,58262528,0,0,0,0,0,89,326,0.011590688,1871,112,63,1414,275,262,0.223092987,31,4705.770833,Human
8199,7192257,0,0,0,0,0,132,6,0.017318657,4166,1800,1195,304,744,252,0.223088492,26,102655.4839,Human
8200,33742067,0,0,0,0,0,4,11,0.0,735,61,386,73,213,103,0.223081954,20,3172.511628,Human
8201,78757344,0,0,0,0,0,0,0,0.019087195,631,54,298,118,161,38,0.223076348,23,954.40625,Human
8202,5351546,0,0,0,0,0,1637,253,0.0,11934,2202,4567,2056,3013,315,0.223072599,109,68980.85714,Human
8203,32275244,0,0,0,0,0,0,0,0.035599227,478,422,4,14,0,102,0.223068934,15,1031.241935,Human
8204,19878639,0,0,0,0,0,29,2,0.027822103,4477,1084,2491,232,572,279,0.223068242,71,113745.2222,Human
8205,21304151,0,0,0,0,0,38,0,0.034012718,2947,791,1514,232,408,186,0.223066013,78,5073.014706,Human
8206,86777474,0,0,0,0,0,1,0,0.543655871,202,3,39,36,124,46,0.223065337,8,1341.0,Human
8207,42930712,0,0,0,0,0,1,0,0.0,114,1,15,8,90,50,0.223047283,5,142.0,Human
8208,81607949,0,0,0,0,0,4,1,0.0,1645,112,711,279,542,154,0.223028396,28,4456.833333,Human
8209,23002114,0,0,0,0,0,33,5,0.114748642,2184,241,1493,69,368,222,0.223017495,55,1724.957895,Human
8210,62059524,0,0,0,0,0,8,4,0.0,1088,2,2,980,99,168,0.223016882,1,13059.4303,Human
8211,46612670,0,0,0,0,0,0,0,0.104238722,235,235,0,0,0,96,0.223004805,66,4762.566667,Human
8212,2643113,0,0,0,0,0,1,2,0.029483603,278,4,147,35,92,91,0.223001255,10,4690.25,Human
8213,15313784,0,0,0,0,0,16,0,0.024984138,2125,533,886,201,505,267,0.222968292,94,9792.431034,Human
8214,3403694,0,0,0,0,0,2,1,0.0,114,11,44,12,47,46,0.222936075,8,2486.333333,Human
8215,71647024,0,0,0,0,0,6,24,0.0,4103,8,7,936,2509,220,0.222889336,2,24396.75,Human
8216,62724709,0,0,0,0,0,203,29,0.015051572,1410,311,192,471,410,236,0.22286533,28,4975.87234,Human
8217,28079745,0,0,0,0,0,1,0,0.096623112,144,4,55,14,71,61,0.222827266,11,13059.4303,Human
8218,6794,0,0,0,0,0,48,12,0.031723894,110,18,16,35,40,20,0.222826087,6,8492.769231,Human
8219,45882800,0,0,0,0,0,39,22,0.054245009,665,163,239,24,239,136,0.222807433,21,2117.202381,Human
8220,45958978,0,0,0,0,0,2,0,0.0,748,401,18,126,203,125,0.22277797,55,19171.78846,Human
8221,3309,0,0,0,0,0,1025,2300,0.0725678,3353,702,349,953,1301,335,0.222777797,18,31341.0,Human
8222,7405553,0,0,0,0,0,18,9,0.010960517,1312,82,909,99,221,128,0.222763209,31,13709.28571,Human
8223,1282577,0,0,0,0,0,777,0,0.017148428,6644,2403,1724,771,1745,340,0.222744934,118,75301.25,Human
8224,43999641,0,0,0,0,0,27,23,0.013679851,4496,858,1451,658,1527,264,0.22272692,22,15968.58333,Human
8225,1058447,0,0,0,0,0,14,2,0.03637106,3135,16,366,1110,1643,44,0.222711602,2,6088.8,Human
8226,61799811,0,0,0,0,0,79,1,0.017702589,3475,2404,584,167,305,226,0.22267831,93,83339.54717,Human
8227,12445236,0,0,0,0,0,22,2,0.178325751,4896,245,2546,862,1226,268,0.22267379,17,46123.62069,Human
8228,27005812,0,0,0,0,0,161,154,0.003874926,3259,415,1344,545,951,298,0.222642095,76,23697.19149,Human
8229,187120,0,0,0,0,0,24,11,0.011851594,1054,266,305,108,375,165,0.22263766,26,27248.76563,Bot
8230,35852084,0,0,0,0,0,9,11,0.005699954,1678,254,334,190,900,107,0.222621641,52,4325.879121,Human
8231,6849766,0,0,0,0,0,139,0,0.016814027,7166,1090,2602,1079,2369,281,0.22261122,117,27239.74286,Human
8232,663767,0,0,0,0,0,128,103,0.012864339,338,15,145,95,83,70,0.222607293,10,852.2857143,Human
8233,26628547,0,0,0,0,0,52,0,0.02342443,238,134,86,0,18,105,0.22257567,31,5613.797872,Human
8234,5234427,0,0,0,0,0,171,1,0.0,10545,2729,3833,1063,2859,346,0.222560403,192,119677.4667,Human
8235,74574233,0,0,0,0,0,2,0,0.018893191,3971,403,2201,365,1002,214,0.222556631,19,10176.71795,Human
8236,4928543,0,0,0,0,0,30,3,0.119336991,3698,967,1706,367,639,237,0.222541828,41,63093.0,Human
8237,5314435,0,0,0,0,0,8,1,0.005704075,3858,8,1390,1650,808,210,0.222507487,9,5363.75,Human
8238,17708702,0,0,0,0,0,83,1,0.0,710,102,277,97,233,105,0.222479222,31,5932.971429,Human
8239,52658645,0,0,0,0,0,1,0,0.025704032,272,134,121,6,11,102,0.222433723,58,6940.077778,Human
8240,23457977,0,0,0,0,0,10,14,0.091675921,3565,189,41,82,3229,219,0.222422739,2,1110.126984,Human
8241,13181430,0,0,0,0,0,106,11,0.232820618,433,36,192,63,142,77,0.222422309,19,2659.2,Human
8242,7233663,0,0,0,0,0,5,1,0.039709436,1033,185,421,113,314,184,0.222418238,74,4672.291139,Human
8243,4461026,0,0,0,0,0,11,1,0.020675281,615,86,300,82,144,90,0.222417482,20,21071.76596,Human
8244,4270380,0,0,0,0,0,69,7,0.029843688,1635,683,303,222,426,226,0.222400368,37,110771.0,Human
8245,10830505,0,0,0,0,0,6,5,0.07732558,503,66,131,243,60,91,0.222389749,27,11171.3913,Human
8246,391987,0,0,0,0,0,5436,67,0.0,6104,2822,1227,550,1424,322,0.222387517,92,139918.3333,Human
8247,63628712,0,0,0,0,0,10,0,0.0,1316,10,396,222,688,192,0.222375629,16,2233.428571,Human
8248,7958306,0,0,0,0,0,5,0,0.024705746,371,38,156,40,130,69,0.222372751,8,8312.216216,Human
8249,1085697,0,0,0,0,0,263,24,0.0,1743,461,511,167,604,127,0.222356786,44,195.0707071,Human
8250,28757135,0,0,0,0,0,1,0,0.0,511,2,133,64,312,67,0.222355773,12,15.5,Human
8251,47002677,0,0,0,0,0,6,2,0.021963025,5294,876,2525,290,1603,241,0.222346699,130,19268.67742,Human
8252,14944147,0,0,0,0,0,1870,50,0.015488754,8898,2577,3152,721,2409,280,0.222332094,48,71163.65385,Human
8253,347149,0,0,0,0,0,83,1,0.0,5843,1559,2836,599,847,238,0.22231045,39,65228.25,Human
8254,28522282,0,0,0,0,0,35,111,0.011325299,9148,15,76,47,9010,275,0.222304919,6,38900.0,Human
8255,50992814,0,0,0,0,0,29,7,0.014656938,8026,45,3626,2188,2024,220,0.222294662,24,13734.57143,Human
8256,62974595,0,0,0,0,0,1,2,0.0,906,38,219,62,586,194,0.222289632,16,13160.08696,Human
8257,1926537,0,0,0,0,0,10,5,0.109257004,11722,1361,7103,1282,1622,173,0.222261571,30,13059.4303,Human
8258,38782922,0,0,0,0,0,36,40,0.0,4185,888,943,798,1530,278,0.222254267,73,49273.78947,Human
8259,78060542,0,0,0,0,0,2,0,0.046355081,150,21,40,21,68,47,0.222237202,9,5063.75,Human
8260,5575967,0,0,0,0,0,9,6,0.151338081,14,4,2,1,7,9,0.222222222,1,588.5,Human
8261,82013253,0,0,0,0,0,1,0,0.0,277,2,105,57,113,91,0.222217275,7,230523.0,Human
8262,15987080,0,0,0,0,0,13,4,0.020440905,862,106,510,92,154,125,0.222203028,25,8449.238806,Human
8263,9039012,0,0,0,0,0,77,1,0.032595331,1547,673,627,66,181,182,0.222199107,103,31039.39759,Human
8264,42967349,0,0,0,0,0,24,3,0.012320074,873,66,153,77,553,182,0.222187504,19,3899.894737,Human
8265,360470,0,0,0,0,0,556,182,0.0,2642,715,887,575,414,307,0.222183509,27,16100.425,Human
8266,74173148,0,0,0,0,0,13,3,0.0,4288,711,1904,348,1323,287,0.222182467,48,21675.94737,Human
8267,46562212,0,0,0,0,0,284,45,0.0,4265,954,626,791,1719,323,0.222174073,23,21686.5641,Human
8268,12737689,0,0,0,0,0,140,0,0.016493268,1558,509,617,119,303,170,0.222171914,44,34836.64286,Human
8269,40268737,0,0,0,0,0,14,0,0.049832162,14906,914,4999,3871,5122,252,0.22213549,111,56150.6875,Human
8270,31597636,0,0,0,0,0,6,10,0.060724637,3379,486,984,503,1300,256,0.222132449,12,3.0,Human
8271,16217563,0,0,0,0,0,135,4,0.032731171,464,245,48,70,101,154,0.22212068,42,15042.0241,Human
8272,46427731,0,0,0,0,0,0,2,0.0,3936,30,1349,914,1640,235,0.222119146,8,170.0,Human
8273,80334441,0,0,0,0,0,6,0,0.0,90,28,16,21,25,24,0.222086144,8,1532.647059,Human
8274,39442864,0,0,0,0,0,2,4,0.01829296,461,66,122,85,188,79,0.222034992,34,645.7179487,Human
8275,9422872,0,0,0,0,0,16,12,0.01660888,871,83,387,160,241,126,0.222031727,31,26054.68571,Human
8276,5459654,0,0,0,0,0,8,0,0.021209049,2215,522,926,236,524,237,0.222029446,33,43675.23529,Human
8277,1715595,0,0,0,0,0,19,0,0.02283576,1543,750,664,28,97,200,0.222014238,109,617.5306122,Human
8278,10857691,0,0,0,0,0,1,0,0.036418183,1268,200,478,154,436,177,0.222006183,35,10764.0375,Human
8279,20255317,0,0,0,0,0,3,2,0.018947279,6012,1300,2618,439,1655,348,0.222005512,16,42448.375,Human
8280,19967403,0,0,0,0,0,3074,9379,0.222083097,3340,4,0,720,2615,159,0.221979849,2,79.0,Human
8281,24293639,0,0,0,0,0,3,3,0.030826863,355,41,173,30,111,73,0.22197845,20,7767.0625,Human
8282,998190,0,0,0,0,0,1387,30,0.0,4343,1450,2128,169,586,260,0.221973929,50,54641.72727,Human
8283,4003950,0,0,0,0,0,81,85,0.017366768,5613,1916,1875,667,1136,243,0.221971687,140,140908.0,Human
8284,529217,0,0,0,0,0,73,71,0.014381546,351,71,62,67,151,34,0.221941501,1,2057.939394,Human
8285,57197576,0,0,0,0,0,9,5,0.060786166,600,119,300,14,167,119,0.221911392,17,3205.27907,Human
8286,1114569,0,0,0,0,0,57,1,0.0221035,724,112,316,108,187,121,0.221883715,11,15031.28947,Human
8287,34558787,0,0,0,0,0,20,0,0.069605961,1763,274,918,141,430,248,0.221882542,51,3694.579545,Human
8288,43209,0,0,0,0,0,270,214,0.014900608,135,28,9,82,16,77,0.221878569,5,51685.8,Human
8289,7203556,0,0,0,0,0,1,0,0.015992373,331,47,107,88,89,73,0.221876116,5,1649.15,Human
8290,25581533,0,0,0,0,0,148,0,0.012005342,3244,1082,183,433,1324,302,0.221862396,25,27840.29032,Human
8291,12376385,0,0,0,0,0,32,10,0.027724185,154,28,71,20,35,24,0.221856631,10,71074.42857,Human
8292,20727293,0,0,0,0,0,30,2,0.0,1192,336,641,49,166,168,0.221845296,113,1959.387755,Human
8293,2632925,0,0,0,0,0,71,4,0.0,1309,250,215,135,697,205,0.221814897,39,21331.08511,Human
8294,314564,0,0,0,0,0,175,161,0.0,1126,156,203,196,560,156,0.221812818,50,68774.65306,Human
8295,7845120,0,0,0,0,0,45,13,0.0,5858,660,1796,1351,1953,325,0.221778029,89,18020.56604,Human
8296,1922939,0,0,0,0,0,94,179,0.073075514,3823,183,1462,1057,1111,247,0.221729737,18,9366.405405,Human
8297,2847802,0,0,0,0,0,117,6,0.011716487,5515,1960,1705,724,1061,339,0.221728778,37,202767.9167,Human
8298,570894,0,0,0,0,0,26,6,0.229084157,3889,872,1790,492,735,230,0.221727277,24,24710.8,Human
8299,320302,0,0,0,0,0,220,28,0.026017918,97,29,36,8,21,25,0.22171674,4,22495.55556,Human
8300,1295287,0,0,0,0,0,13,2,0.026605242,4869,495,2376,703,1293,300,0.221713074,9,4614.947368,Human
8301,13596067,0,0,0,0,0,17,5,0.025413222,1219,214,535,151,319,103,0.221711779,52,13362.60345,Human
8302,7188409,0,0,0,0,0,0,0,0.014631979,3896,158,1296,751,1641,185,0.221686146,6,58598.21277,Human
8303,33329862,0,0,0,0,0,1,0,0.0,306,29,124,42,109,73,0.22168438,15,4322.375,Human
8304,1285584,0,0,0,0,0,1794,8,0.028977546,5489,1767,1161,440,2016,336,0.221671402,56,131354.6111,Human
8305,13816,0,0,0,0,0,190,20,0.011222394,2755,627,1305,221,595,255,0.221665466,88,16645.97297,Human
8306,899492,0,0,0,0,0,74,1,0.016680116,6359,1105,2823,772,1605,298,0.221662325,42,77812.76316,Human
8307,2039870,0,0,0,0,0,0,0,0.024734456,1019,232,663,48,72,185,0.221662147,89,8625.923077,Human
8308,18379884,0,0,0,0,0,27,4,0.052865379,2009,460,576,398,575,237,0.221612936,26,143749.375,Human
8309,354746,0,0,0,0,0,290,29,0.016621739,607,150,277,37,143,111,0.22160689,30,5130.344828,Human
8310,2592673,0,0,0,0,0,3,0,0.016986944,555,214,77,54,210,66,0.221599727,30,2690.109756,Human
8311,36554565,0,0,0,0,0,0,2,0.007411986,496,9,198,109,180,115,0.221584739,14,15.5,Human
8312,188095,0,0,0,0,0,66,32,0.514134918,913,196,255,114,348,192,0.221580409,21,2449.6,Human
8313,5873433,0,0,0,0,0,127,28,0.0,4914,1648,2320,192,747,256,0.221579209,153,130436.5238,Human
8314,52983984,0,0,0,0,0,1,0,0.027569249,909,164,397,240,108,256,0.22156537,32,17350.33333,Human
8315,12424594,0,0,0,0,0,58,8,0.008598854,5800,787,1603,883,2365,309,0.221559586,18,31653.82692,Human
8316,9906745,0,0,0,0,0,38,47,0.051486075,2238,197,1693,122,191,201,0.221555155,44,1680.685185,Human
8317,22172091,0,0,0,0,0,14,0,0.004597479,1861,319,948,183,411,182,0.221527895,56,13230.18056,Human
8318,1512840,0,0,0,0,0,6,0,0.023990572,285,39,57,76,113,36,0.22150165,8,1847.5,Human
8319,9434191,0,0,0,0,0,3,4,0.010766104,323,4,7,28,282,45,0.221485656,1,101403.0,Bot
8320,63418741,1,0,0,0,1,0,0,0.0,164,164,0,0,0,89,0.221473664,36,5698.65,Bot
8321,1862725,0,0,0,0,0,348,25,0.237099446,5195,1466,1249,1143,1264,285,0.221469715,20,29906.96667,Human
8322,1272095,0,0,0,0,0,68,3,0.015026759,309,120,4,27,153,98,0.221462353,3,20350.1087,Human
8323,502810,0,0,0,0,0,107,5,0.0,577,122,176,104,175,115,0.22144056,11,14727.29032,Human
8324,42544600,0,0,0,0,0,69,103,0.0,3964,405,1229,609,1710,309,0.221423811,11,6761.95122,Human
8325,4479171,0,0,0,0,0,101,63,0.033716162,342,12,93,104,133,73,0.221421089,5,3296.0,Human
8326,10239353,0,0,0,0,0,23,4,0.01427205,4313,46,2349,869,1049,247,0.221409213,34,1581.758621,Human
8327,219186,0,0,0,0,0,118,10,0.015547177,1067,98,637,74,258,168,0.221392713,27,11104.59259,Human
8328,8445510,0,0,0,0,0,663,57,0.016886455,4052,801,627,657,1963,280,0.221388506,61,38734.68519,Human
8329,31392278,0,0,0,0,0,0,0,0.080165354,7144,6,0,10,7128,175,0.221366276,1,9.0,Human
8330,3372300,0,0,0,0,0,129,5,0.009976329,3332,195,620,22,2494,358,0.221364801,48,5510.72549,Human
8331,4299420,0,0,0,0,0,5044,62,0.0,690,157,177,68,288,197,0.221354184,50,5640.411111,Human
8332,15801806,0,0,0,0,0,122,21,0.014247803,5719,1181,2642,788,1105,283,0.221330032,33,96866.36364,Human
8333,865014,0,0,0,0,0,6,3,0.01641632,274,54,77,52,91,61,0.221321522,15,14082.375,Human
8334,12124088,0,0,0,0,0,148,32,0.017708487,56,44,2,7,3,28,0.221311475,3,6948.941176,Human
8335,193367,0,0,0,0,0,127,0,0.013298107,2306,759,933,180,391,214,0.22130557,31,60633.52273,Human
8336,8245964,0,0,0,0,0,2,0,0.025987906,152,15,57,27,53,30,0.221260915,1,8274.0,Bot
8337,4939406,0,0,0,0,0,6,0,0.016019755,551,61,216,135,138,110,0.221246233,16,18974.86,Human
8338,11502741,0,0,0,0,0,2,1,0.0,575,63,281,56,175,52,0.221233214,11,5327.208333,Human
8339,246402,0,0,0,0,0,100,57,0.086450025,331,162,27,20,122,61,0.221228524,3,33076.14286,Human
8340,90023154,0,0,0,0,0,0,0,0.106202861,417,11,51,37,318,51,0.221215085,11,21439.55556,Human
8341,71047,0,0,0,0,0,3456,114,0.013401991,2379,364,824,385,805,267,0.221209641,56,6814.984127,Human
8342,9372109,0,0,0,0,0,40,86,0.023296822,781,15,281,249,221,132,0.221191153,15,2412.923077,Human
8343,19330189,0,0,0,0,0,7,0,0.022092196,3990,324,1852,776,985,174,0.22118364,23,2700.382353,Human
8344,65828559,0,0,0,0,0,19,2,0.0,1506,1225,128,78,75,256,0.221167947,58,200451.4545,Human
8345,30159843,0,0,0,0,0,14,0,0.03714261,812,192,437,37,145,140,0.221161116,33,33711.20588,Human
8346,19339044,0,0,0,0,0,22,21,0.025367371,331,62,110,82,76,83,0.221159643,21,910.2641509,Human
8347,497214,0,0,0,0,0,340,54,0.017021405,654,35,288,133,198,108,0.221149806,18,10280.33333,Human
8348,516296,0,0,0,0,0,41,6,0.009750449,1070,199,276,215,337,136,0.221112327,24,4670.346154,Human
8349,9019229,0,0,0,0,0,97,62,0.0,419,39,163,79,138,138,0.221079177,24,104413.1579,Human
8350,6667815,0,0,0,0,0,125,3,0.0,12015,22,527,480,10963,325,0.221054573,7,5786.4,Human
8351,3526167,0,0,0,0,0,49,35,0.0,1292,210,177,191,714,186,0.221052153,10,23434.73333,Human
8352,748740,0,0,0,0,0,13,8,0.091837458,865,365,246,104,150,171,0.221047473,53,5574.702381,Human
8353,203326,0,0,0,0,0,131,7,0.0,3577,519,323,190,2531,314,0.221017418,13,7779.246377,Human
8354,3248587,0,0,0,0,0,198,3,0.0,2447,374,1248,111,714,257,0.221013786,45,33884.09524,Human
8355,13203,0,0,0,0,0,305,0,0.017336183,4414,828,1411,979,1155,349,0.221006794,41,10910.73913,Human
8356,6187170,0,0,0,0,0,387,0,0.018106286,8313,2282,4472,331,1224,340,0.220989582,69,148473.5,Human
8357,24505883,0,0,0,0,0,137,33,0.015350744,2346,65,204,1479,591,353,0.220987098,7,4974.769231,Bot
8358,48453825,0,0,0,0,0,9,1,0.05635144,512,7,131,44,330,146,0.220981415,11,13059.4303,Human
8359,24480985,0,0,0,0,0,15,8,0.011325071,724,183,116,107,317,171,0.22097063,32,5767.552239,Human
8360,14214667,0,0,0,0,0,531,9,0.0,6564,1741,1076,594,3075,344,0.220935509,41,153435.5,Human
8361,2255111,0,0,0,0,0,50,120,0.010997329,699,150,205,68,275,134,0.220931727,25,27022.5974,Human
8362,81858,0,0,0,0,0,207,291,0.0,3191,303,17,138,2732,311,0.220914337,5,12024.54717,Human
8363,39395247,0,0,0,0,0,43,19,0.038627502,297,38,79,83,89,53,0.220904556,12,1756.916667,Human
