id,name,actor_id,count
1788,TheKeymaster,20555112,2464
1789,sudodoki,1506905,51
1790,Zak-C,26901242,0
1791,danielgerlag,2357007,516
1792,Pau Benet Prat,35812841,9
1793,rovansteen,14931924,100
1794,aermakov-zalando,28755847,2414
1795,hjacobs,510328,226
1796,pbrant,24168,29
1797,nicolargo,776747,788
1798,jholt1,7101754,342
1799,stevehu,2042337,7952
1800,Joakim Hove,1321665,7991
1801,bartelink,206668,1655
1802,Maks3w,1301698,306
1803,Talina06,5362897,22
1804,jansiegel,7397134,1553
1805,wictorwilen,5854279,622
1806,scottrobertson,3196016,8
1807,bryphe,13532591,4873
1808,deoxxa,479055,33
1809,dulltz,1369554,50
1810,ejmahler,1156730,508
1811,upperwal,5246435,311
1812,trevnorris,289174,12
1813,tariq1890,2658224,295
1814,Koute,246574,454
1815,sergiodxa,1312018,2221
1816,ForbesLindesay,1260646,978
1817,taleinat,532281,437
1818,mattdesl,1383811,256
1819,menduo,28503073,1
1820,rgieseke,198537,795
1821,mmetayer,5301298,808
1822,phil-opp,1131315,2087
1823,milo,16754121,5
1824,mstrazar,5073833,12
1825,kaidiren,2025174,42
1826,k0nserv,1333960,1018
1827,mcintyre321,275706,139
1828,Vunb,3768250,398
1829,KorzunAV,4457311,4
1830,iddan,12671072,1516
1831,joerick,1244307,1818
1832,Hediyi,18070858,2
1833,martinherweg,381383,57
1834,aertmann,903567,14
1835,NicolasRannou,214063,22
1836,alexellis,6358735,20833
1837,RMG,82426337,129
1838,sam-at-github,3386865,535
1839,BSweeney,7015047,59
1840,shama,39614380,4
1841,loganfsmyth,132260,788
1842,mikbry,395718,762
1843,weavejester,8780,790
1844,SheetJSDev,6070939,908
1845,aycabta,1404325,1571
1846,lufinkey,7820113,647
1847,rowanwins,6735870,678
1848,legal90,4846154,128
1849,MahdiZareie,5862289,3
1850,softprops,2242,967
1851,mosic,29485021,21
1852,Paul Le Cam,790995,1788
1853,eXon,280982,92
1854,azhiltsov,8803384,0
1855,biezhi,3849072,223
1856,JulienS,195661,212
1857,EisenbergEffect,131485,2249
1858,aloneguid,3155189,523
1859,Stewori,4356260,412
1860,neverchanje,6970676,1200
1861,DavoudTaghawiNejad,871141,3
1862,KennethanCeyer,7090315,665
1863,Tustin,5008148,232
1864,mikiobraun,81556,31
1865,samhed,4117162,280
1866,indexzero,4624,102
1867,faroit,72940,1614
1868,Trym,16795325,58
1869,Sieg,5342341,8
1870,TrySound,5635476,2770
1871,samonzeweb,1175552,40
1872,cjus,387129,62
1873,sp00m,4568204,360
1874,darrelmiller,447694,982
1875,rantianhua,7328707,49
1876,torkleyy,23152057,346
1877,cgordon,294961,26
1878,isaacs,9287,3189
1879,Dirk Mahler,437925,1090
1880,Tats.U,12870451,425
1881,k2kobayashi,6328035,139
1882,acogoluegnes,514737,1532
1883,kevinoliver,347229,8
1884,notlee,10405691,3212
1885,rasheedamir,3967672,1955
1886,Andrey Kharanenka,18258760,289
1887,slashdotdash,3167,401
1888,berryamin,37262984,265
1889,KarlLevik,1378676,617
1890,Clue,1632092,0
1891,paulfalgout,2028470,1240
1892,9il,845083,1544
1893,estolfo,699369,813
1894,kurnevsky,2943605,1291
1895,kpp,467709,984
1896,menduz,260114,3900
1897,gfursin,7384805,1323
1898,noties,7278986,172
1899,coryb,60973,516
1900,Kris Nova,13757818,1880
1901,M. Weigand,47679441,0
1902,achilleas-k,2369197,2217
1903,Kuchiriel,4648891,37
1904,dcsan,514002,616
1905,kirsle,1663507,129
1906,NorfairKing,3521180,1925
1907,Damsfx,282242,230
1908,Tobias Kuendig,8600029,1260
1909,wernerkrauss,1043925,66
1910,Stevie Mayhew,1953220,48
1911,redhatrises,8398836,3119
1912,johndgiese,1648754,245
1913,interactivellama,1290832,498
1914,jeremymeng,7583839,3801
1915,alileza,1962129,48
1916,dherman,976608,263
1917,licarth,5550241,298
1918,mauroa,2921919,328
1919,adalon,2027083,32
1920,danielkaneider,1572080,23
1921,minad,50754,11423
1922,rkh,1249664,6
1923,ender503,1849431,26
1924,Duerno,5897235,29
1925,tvatter,5273142,259
1926,whyrusleeping,1243164,1255
1927,LeeSmet,22023708,841
1928,VictorVelarde,458196,2276
1929,Scotchester,1044670,746
1930,kylebuch8,330256,489
1931,shimizukawa,151623,545
1932,gajus,973543,2815
1933,novemberborn,33538,1139
1934,domysee,2094093,14
1935,julienbourdeau,1525636,101
1936,mmoll,1434927,541
1937,dfahlander,6791329,1269
1938,michielpost,1315216,647
1939,Thiru,4223360,351
1940,stash,39332124,69
1941,fredoboulo,9487850,11
1942,seanmcleod,824856,258
1943,stefanneculai,637004,1
1944,NeilFraser,250480,711
1945,OrElse,33424641,9
1946,cornerman,1043127,869
1948,keilw,70496,1281
1949,Tzxhy,18610809,62
1950,fsmirne,2401859,2
1951,pselle,204372,707
1952,sharkdp,4209276,3114
1953,vitalets,1473072,666
1954,srinandan,13950006,220
1955,Keith,441840,62
1956,daftspunk,1392869,2559
1957,rmw2,12722572,17
1958,megahertz,8065664,25
1959,ekerwin,224544,571
1960,yodalee,1913143,119
1961,vasdeveloper,30431775,0
1962,davemorrissey,1893039,66
1963,Meson10,48571473,16
1964,lpil,6134406,5590
1965,fengzixu,9636615,267
1967,JKHeadley,12631935,325
1968,ricmoo,975687,1865
1969,dangilman,15677070,360
1970,sibirrer,6814174,826
1971,kyhavlov,4177697,240
1972,yageek,170917,479
1973,Noofbiz,5117030,181
1974,mmstick,4143535,2699
1975,brs17,7460774,27
1976,JMPerez,416456,139
1977,film42,1043908,266
1978,Roobre,969721,5145
1979,Jhunt,70081071,96
1980,satoshun00,1837128,44
1981,rwjblue,12637,7296
1982,jdmurphy,24583793,0
1983,brody prestwich,11862510,8
1984,DevelopIT-SAS,29983833,0
1985,sh4nks,1510708,363
1986,adjackura,17150539,652
1987,abpetkov,1809512,1
1988,jbailey4,4117594,5
1989,wmgroot,3124965,16
1990,emmanvg,8574582,640
1991,piedoom,8846211,210
1992,tsherif,476017,546
1993,matiu,98844,326
1994,rabidgremlin,444906,25
1995,crossroads1112,3654575,72
1996,dgasmith,1769841,261
1997,leeping,1441560,207
1998,stebo85,4021595,1784
1999,eudangeld,453488,41
2000,arnodel,1611065,352
2001,joelddiaz,4999586,1619
2002,opoupeney,1843366,3
2003,puneetguptanitj,3784871,13
2004,ticoann,1247993,0
2005,yuyiguo,1775438,623
2006,Calebjh,61655415,99
2007,alexfreska,1412796,295
2008,modocache,552921,759
2009,SergeyZhukovsky,12011303,1862
2010,steelbrain,4278113,376
2011,Gp2mv3,1221806,15
2012,shantanugadgil,2508915,167
2013,canavandl,2198981,0
2014,sauln,11938053,38
2015,lmcinnes,11962885,904
2016,davidmoten,318187,2953
2017,postelrich,3619876,20
2018,ashishagg01,12656266,7
2019,sbesson,54716916,0
2020,kimmylin,30611210,1475
2021,BurtonR,12687192,138
2022,MichaelTLombardi,14190564,2438
2023,Iristyle,394081,549
2024,dlech,963645,4731
2025,alecmocatta,1136246,305
2026,technicalpickles,159,374
2027,mccalluc,730388,6403
2028,markusl,902838,246
2029,Alec Aivazis,916317,2355
2030,urso,75886,2246
2031,Zinid1233,110504520,0
2032,migueldeicaza,36863,797
2033,stevenbenisek,920729,43
2034,matthiasblaesing,2179736,1497
2035,dbwiddis,9291703,3332
2036,danielestevez,495063,25
2037,CapacitorSet,9286933,734
2038,djsg,11957578,7
2039,michaelcmelton,21992321,205
2040,horiuchi,26864683,18
2041,kaspersorensen,291450,92
2042,voelzmo,2256887,545
2043,EINazare,26245512,1179
2044,david415,50611,423
2045,ncdc-dev,5085716,0
2046,catsby,61721,1145
2047,fredvd,394784,232
2048,adamgibbons,1430961,108
2049,krancour,1821014,9334
2050,v-makouz,25330103,90
2051,mkleehammer,27421,159
2052,paulolimarb,7895168,139
2053,Matt Peters,5488816,3
2054,domoritz,589034,9442
2055,Michal Harish,2707231,64
2056,agentcooper,794591,350
2057,oBusk,13413409,842
2058,SenhorCastor,3718999,12
2059,jangaraj,1182932,492
2060,jannyHou,12554153,5
2061,virkt25,3311536,10
2062,vtsykun,21358010,29
2063,anyt,5183991,651
2064,ggeisler,101482,510
2065,ale7714,1709578,19
2066,ebenenglish,2079425,525
2067,alexcrichton,64996,10428
2068,killercup,20063,275
2069,rauhryan,68954,47
2070,gammazero,11790789,2962
2071,markets,576701,853
2072,jsastriawan,6583218,61
2073,ebfull,3794471,924
2074,Norman,246402,331
2075,LRowe,16247185,0
2076,wavded,26638,402
2077,Chris Hines,1060711,263
2078,danhenderson,1445686,237
2079,iangilman,338989,878
2080,pookmish,7185045,5212
2081,crissdev,822571,128
2082,xuwei-k,389787,23575
2083,oscarotero,377873,2620
2084,xnv,16988148,2248
2085,daisukenishino,5975160,0
2086,lancedikson,1955931,133
2087,riddell-stan,39928022,1140
2088,K3lKuN,12954898,0
2089,Benjih,70883787,0
2090,NickToropov,31315772,0
2091,naofireblade,12081369,156
2092,sp90,3041602,92
2093,dmitrykurmanov,22315929,2066
2094,klaaz0r,9153800,102
2095,lcobucci,201963,3542
2096,vsch,10299086,15
2097,mikepugh,1666933,25
2098,ajayojha,20392302,623
2099,TonyOreglia,8755161,310
2100,KeesCBakker,583193,424
2101,billsegall,5387684,108
2102,hangzws,9815002,0
2103,pluma,1861745,13
2104,Ngoguey42,9285880,2092
2105,DannyBies,3967506,35
2106,zewa666,2861414,123
2107,fax4ever,1748775,2265
2108,D. Davide,29687537,40
2109,fuzzmz,1335181,70
2110,desmaisons_david,524617,329
2111,owen-m1,30704531,193
2112,a4abhishek,17258801,18
2113,bserdar,3670797,324
2114,Mike Ralphson,21603,3202
2115,renanborgez,1863024,198
2116,Yogu,395810,551
2117,remcoros,130373,18
2119,pavadeli,5168053,374
2120,Orne Brocaar,165497,1103
2121,sanex3339,9210534,967
2122,tsayen,1733236,3
2123,DagnirCuthalion,65599186,0
2124,urbim,17433665,175
2125,andig,184815,7991
2126,NikVolf,3186518,1010
2127,jnwng,1118534,144
2128,msimonin,2486813,283
2129,brozeph,753462,416
2130,chrisgarrity,399209,1897
2131,broady,24982,91
2132,valpesendorfer,18698817,442
2133,gdkrmr,12512930,209
2134,nea,111124235,0
2135,pgarbe,721899,718
2136,lukabratos,3057261,55
2137,njugray,5938871,14
2138,ivcosla,4092306,8
2139,2xAA,554219,1203
2140,huangminlinux,5852088,17
2141,colinmollenhour,38738,583
2142,magopian,167767,771
2143,Partim8,16509579,0
2144,Me No Dev,12663778,2628
2145,ofer.eran,19290462,0
2146,zjj2wry,18045633,464
2147,charlieduong94,9613701,450
2148,bergloman,1841701,116
2149,timbru31,838003,10471
2150,anvyst,227261,15
2151,unpete,12096477,735
2152,NiJen,553129,17
2153,rogers492,2955702,0
2154,Ares,13854942,59
2155,valarauca,19227148,52
2156,Dylan Piercey,4985201,2096
2157,lozjackson,10599852,10
2158,ThomasArdal,563206,826
2159,v1r0x,9248714,205
2160,njbarrett,241407,6
2161,scross01,4055338,49
2162,Xiao Xiao,1157182,0
2163,youknowjack,2129899,59
2164,jnunemaker,235,760
2165,eugenioLopezRamos,17009559,8
2166,jlukic,23123,103
2167,lubber-de,18379884,2009
2168,skoczen,200635,33
2169,frankreno,1776470,111
2170,Benjamn,77075369,111
2171,Evgeniy L,577643,1
2172,a8a8,71051042,0
2173,Tobami,94648542,4
2174,vpavic,1149230,436
2175,Azat,8046021,0
2176,isnifer,1788245,171
2177,pajaydev01,75609270,11
2178,Hinny,7380773,25
2179,peterolson,920512,172
2180,sfackler,1455697,2371
2181,campoy,2237452,158
2182,UncleAndy,726954,65
2183,EECOLOR,1486362,343
2184,Hoishin,28832095,426
2185,jeroenransijn,564463,3
2186,Claudéric,44348995,0
2187,lsorber,4543654,87
2188,allburov,4376814,688
2189,bearcherian,1667247,157
2190,ebshimizu,777098,347
2191,cp3cp3,37835879,0
2192,Julien Melissas,2278221,16
2193,OndraZizka,644904,173
2194,jonbullock,1285247,572
2195,rigor789,879060,1964
2196,zimbatm,3248,3243
2197,propulsor,22180383,13
2198,markpokornycos,3075796,0
2199,crookedneighbor,2916945,2417
2200,quinnjn,1859215,47
2201,blacktaxi,1118870,38
2202,oising,1844001,365
2203,mikz,17291940,0
2204,flyingpie,11539494,11
2205,dpsoft,2567525,229
2206,QWp6t,2104321,2140
2207,yogeshgadge,2423608,2
2208,tacaswell,199813,4702
2209,yoiang,89718,579
2210,jskelcy,2659770,38
2211,akamensky,985805,326
2212,ancho,7467616,0
2213,MightLin,28519748,1
2214,cw-sakamoto,29860510,3224
2215,lirantal,316371,2243
2216,AmyOlex,7603758,135
2217,njsmith,609896,481
2218,tarcieri,797,13952
2219,grawk,1031360,127
2220,doomspork,73386,2376
2221,eatkins16,48501210,0
2222,cllns,632942,265
2223,chewiebug,1146131,17
2224,gerbenmeyer,3241910,590
2225,LcTwisk,3274157,93
2226,Tornhoof,7989549,174
2227,jackjamieson2,12275399,22
2228,jacobp100,7275322,377
2229,amwmedia,732336,49
2230,Orkhan Alikhanov,15037839,184
2231,sstephenson,2603,324
2232,dougwilson,67512,4071
2233,peritus,11022,3
2234,ps2,14649,2020
2235,grayghostvisuals,934322,0
2236,tedivm,121709,444
2237,jcaip,8041643,22
2238,jnm2,8040367,2576
2239,AndrewRedican,24832471,10
2240,jordanpadams,33492486,5718
2241,jmophoto,488916,0
2242,kikobeats,2096101,9173
2243,scott-wyatt,4590417,32
2244,KurtJung,20846839,0
2245,nathanleiby,102242,463
2246,sleepsonthefloor,38977,0
2247,parndt,10128,1260
2248,mukeshsoni,1042954,119
2249,b-admike,13950637,3
2250,jorgebucaran,56996,1856
2251,Soreine,5644953,38
2252,pbiecek,4624318,1195
2253,guillochon,4998058,860
2254,CrowdHailer,5862302,1303
2255,RVenkatesh,7369684,68
2256,zouter,5727377,125
2257,fyrkant,8655649,86
2258,Suhothayan,3785208,0
2259,mikebrow,12767641,1685
2260,gmorse81,2302675,33
2261,blanquer,33885,150
2262,juanjoDiaz,3322485,419
2263,breeswish,1916485,3705
2264,Rod Hynes,488643,460
2265,boxtown,2892990,9
2266,kelindar,583116,967
2267,Kwpolska,327323,564
2268,st0012,5079556,4794
2269,gberaudo,7294662,957
2270,mihaitodor,788216,910
2271,austinkelleher,3771924,3763
2272,niemyjski,1020579,1195
2273,minarikg,11489859,23
2274,althonos,8660647,2269
2275,coreybutler,770982,856
2276,ericpre,11851990,3793
2277,nehaljwani,1779189,2267
2278,Havunen,2021355,617
2279,peterbe,26739,13288
2280,lawrencegripper,1939288,1193
2281,mitchellh,107277497,0
2282,mjip,17364446,48
2283,Herringway,905162,378
2284,drdavella,2458487,71
2285,LOVELL,79860009,106
2286,fuzzdota,5763429,0
2287,slorber,749374,9223
2288,Tronald,24424871,88
2289,ademarco,639459,0
2290,phanrahan,1619443,19
2291,leonardt,3766436,1670
2292,nikku,96412642,3
2293,carlocayos,5648580,257
2294,tphoney,10402706,2459
2295,w8tcha,722575,578
2296,relistan,267761,305
2297,xNR1,10400319,4
2298,weixuanfu,21084970,139
2299,miyakogi,3213998,0
2300,schloerke,93231,18600
2301,markmssd,5899024,3
2302,siddharthlatest,630042,1719
2303,yeojz,429598,1
2304,timja,45006738,31
2305,hanslovsky,1086317,523
2306,axtimwalde,385072,266
2307,tpietzsch,622070,407
2308,asoldano,410976,337
2309,stephanlindauer,1323145,30
2310,trentmwillis,3526753,24
2311,PlatinumAzure,284282,437
2312,MDamien,1469823,77
2313,mnapoli,82161326,0
2314,domtronn,5881414,900
2315,Facetoe,1366896,99
2316,Alvin Reyes,4479171,342
2317,stoneChen,4470552,21
2318,ustbhuangyi,5359011,40
2319,cdepillabout,64804,2826
2320,jreidinger,478871,3187
2321,panaaj,38519157,402
2322,kbahr,3893782,0
2323,casyfill,2675621,412
2324,luboshl,4955190,32
2325,nauvalazhar,14899175,68
2326,jvassev,283438,37
2327,Lyokone,3680002,411
2328,adrianstevens,5965865,1238
2329,mwarkentin,67560,665
2330,dicearr,10713226,72
2331,John Estropia,3029684,170
2332,mhilton500,82247797,0
2333,hmemcpy,601206,1139
2334,swistach,11849621,810
2335,Kheldar,9088256,1
2336,Alexey Raga,1394391,483
2337,madmurphy,9403693,495
2338,mdiep,81988166,20
2339,joeferner,808857,209
2340,ZhipingYang,9360037,37
2341,jedrzejchalubek,3652932,235
2342,nojimage,100564,190
2343,ashleynolan,805184,1852
2344,Parkr1120,110306212,0
2345,jantimon,4113649,1091
2346,edi9999,2071336,449
2347,SvetoslavTsenov,3598759,4
2348,yuzushioh,12425729,37
2349,nchammas,1039369,431
2350,fwenzel,87232,62
2351,Caridy,38969,770
2352,doofin,6041353,107
2353,securityclippy,24833472,11
2354,fabienjuif,17828231,104
2355,amitzur,394320,892
2356,jaredhanson,10355,1854
2357,plusgut,277935,737
2358,NgoHuy,1238112,81
2359,xiongchiamiov,23369,19
2360,aquynh1682,58020339,23
2361,sc0vu,10494397,744
2362,itsdalmo,6603877,161
2363,inokappa,2660809,429
2364,Lipis,125676,4282
2365,petersirka,2414252,3701
2366,leekelleher,209066,667
2367,jonathanong,643505,403
2368,ptrthomas,915480,2405
2369,BlazZupan,726604,187
2370,loburm@google.com,7943996,91
2371,nshumoogum,7114615,1328
2372,geemus,4138,942
2373,dks17,18617428,17
2374,dbu,76576,2618
2375,simonbrandhof,414010,108
2376,willemdj,156615,19
2377,barakman,7003246,1888
2378,daltoniam,905059,22
2379,michaeltchapman,1069934,43
2380,BenjaSanchez,9384349,277
2381,IVANDOMENZAIN,26483972,604
2382,kanitw,111269,596
2383,henrytk,8709339,8
2384,superbobry,185856,212
2385,vlio20,4542641,475
2386,dbashford,581127,2
2387,Jordan Wright,81875454,180
2388,Ladsgroup,5351225,1064
2389,RangerMauve,911495,1288
2390,connorskees,39542938,337
2391,jcesarmobile,1637892,4431
2392,cbpowell,593953,150
2393,technomancy,141,788
2394,thedevelobear,29607890,24
2395,kvolkovich-sc,24652543,0
2396,bogdan0083,7077307,225
2397,Dan503,10610368,561
2398,JFrolich,579279,474
2399,tommoor,380914,4886
2400,andrewbonney,715421,216
2401,Rotzbua,7337347,743
2402,jrief,1132472,668
2403,jthoms1,1425431,156
2404,nmfr153,33710159,2
2405,moufmouf,1290952,3061
2406,Jimexist,622789,2875
2407,jhalterman,45050255,0
2408,klauspost,5663952,4108
2409,twiecki,674200,2153
2410,JC275,7083048,49
2411,overcat,2368403,1792
2412,sabeegrewal,12651619,3
2413,Samuel Girard,32910196,4
2414,unaizorrilla,1630008,324
2415,sckott,577668,2241
2416,Ruffio123,22393727,0
2417,jenow,592088,343
2418,SiggyF,1632323,1027
2419,Danreeves125,21369966,57
2420,bcgit2019abc,53439396,0
2421,puku0x,2607019,862
2422,altendky,543719,7704
2423,nikossvnk,3993858,17
2424,Vetcher,10078725,92
2425,Eduardo Rodrigues,5530238,0
2426,fanyang1988,6237553,333
2427,vidartf,510760,1036
2428,pablorsk,938894,419
2429,tampajohn,3832179,76
2430,canard0328,4339054,31
2431,datakurre,160447,799
2432,kevin-montrose,1219467,109
2433,Raimundas Sakalauskas,3405865,67
2434,kyriog,629831,7
2435,jhaenchen,7771519,6
2436,Stephen Hill,1270030,62
2437,joehni,795149,269
2438,sergeyfrolov,5443147,37
2439,Mikael Eliasson,888296,30
2440,mtrea,32470080,90
2441,alanfranz,230827,34
2442,aeneasr,3372410,19430
2443,mcjazzyfunky,17143038,461
2444,thysultan,810601,114
2445,winterland1989,1295998,824
2446,yfuks,9282988,24
2447,pavdmyt,10200820,670
2448,lionel,200407,27
2449,kamikazechaser,18488025,482
2450,yagop,5002453,93
2451,tocsoft,166440,322
2452,Ruben Verborgh,675313,4042
2453,stve,28044,153
2454,b1naryth1ef,599433,233
2455,BioQwer,5636129,29
2456,ro-ka,840022,4
2457,ishepard,9136821,154
2458,johnou,323497,149
2459,chrisfarms,45921,14
2460,jeremyletang,4346460,989
2461,millermedeiros,155633,1
2462,markvincze,55513132,404
2463,diwic,9721510,481
2464,matthewrmshin,908613,101
2465,kratob,38889846,8
2466,hkdsun,6955854,136
2467,IdoZilberberg,10131768,4
2468,MuriloSchaefer,14366202,29
2469,AnneHommelberg,32952985,0
2470,MVZ,4628193,0
2471,proofit404,1862725,5195
2472,indebanvdhamer,7994581,14
2473,Liszto,127287879,0
2474,chihsuan,4344253,416
2475,martijn00,6221156,165
2476,sHesl,12849568,10734
2477,Maarten Desnouck,6160127,7
2478,jameskermode,1049932,1298
2479,jbbarth,29363,1070
2480,smnbbrv,13453858,137
2481,xieziyu,6669841,137
2482,xile611,6111424,205
2483,fenollp,278727,2157
2484,IonicaBizau,2864371,1081
2485,facelessuser,1055125,4145
2486,steveoh,325813,3756
2487,nihgwu,2595058,208
2488,kspearrin,1190944,2753
2489,nickschot,334789,984
2490,blainekasten,2916023,39
2491,championswimmer,1327050,730
2492,livictoria,18960825,1
2493,davidchin,47388153,0
2494,whatyouhide,3890250,1186
2495,julianlam,923011,2316
2496,jhermsmeier,244907,189
2497,lurch,90292267,88
2498,alfonsogarciacaro,8275461,2679
2499,MangelMaxime,4760796,2427
2500,giginet,147051,249
2501,MelbourneDeveloper,16697547,1709
2502,Bathtor,596721,377
2503,aparcar,16000931,3484
2504,jaames,9112876,615
2505,jskeet,17011,11606
2506,clamoriniere1A,12412113,0
2507,chrisandreae,186537,272
2508,loongy,6580801,170
2509,mmazzarolo,9536354,1310
2510,LukaJCB,9531747,197
2511,kenshinji,1403893,48
2512,redonkulus,193272,3762
2513,fkleuver,9655331,285
2514,serggl,53304,239
2515,Conor Mongey,625787,608
2516,taligentx,12835671,115
2517,danburkert,160242,175
2518,seesemichaelj,549323,1837
2519,slewis74,4229735,775
2520,Mitsutaka,66809454,38
2521,yaakov3h,109907185,0
2522,catamphetamine,477167,429
2523,justanr,4221605,42
2524,jvanderberg,11894149,37
2525,malled,2600337,5
2526,kaitoy,1180756,71
2527,tommens,8276015,198
2528,Alexandre Decan,4992216,338
2529,AliSoftware,216089,5975
2530,ashwin31,365610,464
2531,Ullaakut,6976628,3126
2532,manueliglesias,6154160,386
2533,GhostofGoes,6599820,128
2534,vadimkaD,23076103,0
2535,mgtriffid,3628883,0
2536,qiangdavidliu,6243760,0
2537,kcmr,92611,271
2538,hkantare,24930306,3703
2539,Amanda Tarafa Mas,14878252,4269
2540,Cryptix,13437359,0
2541,ivanvotti,107266270,0
2542,dkhamsing,4723115,1434
2543,TooTallNate,71256,2012
2544,fanminshi,4983345,7
2545,ChristianBundy,537700,691
2546,Yogthos,121208,944
2547,devfeel,4271350,47
2548,Oliver Croomes,4792608,4
2549,pwalczysko,2478303,954
2550,aearly1,49061339,65
2551,csirmazbendeguz,19559023,4
2552,Oleg Nadymov,9961359,37
2553,throrin19,1394778,104
2554,ArturT,662545,1318
2555,bfontaine,1334295,553
2556,srmnitc,12624457,466
2557,gpbl,120693,1347
2558,njgheorghita,9753150,846
2559,jbalsas,905006,1614
2560,MMatten,1895701,37
2561,ismamz,3452011,51
2562,TobiasBg,155439,242
2563,RomanMinkin,1850909,0
2564,Mike Marcacci,690517,370
2565,chenyukang,230646,1084
2566,elandau,913564,0
2567,supermarin1,24755510,14
2568,deadprogram,5520,4194
2569,cviecco,1275412,373
2570,maxisam,456807,787
2571,luk6xff,4447615,173
2572,MacKLess,30008507,0
2573,Firehed,354842,1133
2574,andrerpena,1581429,269
2575,wallymathieu,88096,813
2576,Ogeon,225229,383
2577,cyli,223200,3
2578,robdodson,1066253,3898
2579,Alice,95208,189
2580,Eric Dahlvang,11055362,1674
2581,Guumaster,765396,442
2582,gonzakpo,1031176,109
2583,Rob W,1365071,1145
2584,jeffbski,5689,88
2585,brett19,1621627,373
2586,phumpal,654902,80
2587,martint,20031058,3
2588,thebadmonkeydev,6217672,12
2589,KayleePop,34007889,88
2590,ttmarek,7446702,3
2591,natebosch,7528195,4216
2592,MK13,24321895,10
2593,chalin,7860527,0
2594,lpatino10,8710772,69
2595,Corniel,3055788,1730
2596,Kitten,7016175,0
2597,bradmartin,6006148,504
2598,adamstruck,5560701,41
2599,RWOverdijk,781745,123
2600,mp911de,1035015,8990
2601,felixerdy,12086004,960
2602,mvkara,5882179,153
2603,blumu,3913258,371
2604,nshahan,2498387,305
2605,JordanSussman,8935518,749
2606,lintanghui,13373613,58
2607,Godu,509108,393
2608,str4d,4993799,7989
2609,Kattni,7865090,3542
2610,tych0,785111,2218
2611,cyphar,2888411,2764
2612,JacobEvelyn,1114569,724
2613,wtao-mux,37314602,0
2614,schollz,6550035,5012
2615,javadev,348496,3298
2616,cckelly21,8495156,5
2617,dmlb2000,1504962,158
2618,hugoduncan,54043,464
2619,bekeles,17032809,29
2620,depryf,2622206,681
2621,e0ipso,1140906,650
2622,camilamercado,2342687,12
2623,williaster,4496521,1244
2624,myleshorton,1143966,213
2625,ericsink,3877005,423
2626,JRod-Eiman,22203769,70
2627,rkusa,409021,1069
2628,Martin Mbaya martin@cloudkite.io,19164555,0
2629,huysentruitw,4618744,447
2630,Lucko,112908606,0
2631,goldfire,882005,146
2632,ajbogh,161761,290
2633,localredhead,152448,3
2634,JordonPhillips,2643092,1489
2635,lekosfmi,10788981,116
2636,aoberoi29,25070952,0
2637,Oceania2018,1705364,689
2638,artemy-osipov,1992775,56
2639,erickpintor,813042,212
2640,marrony,1334759,127
2641,vinkobedek,13213802,282
2642,guzzilar,2154669,0
2643,rimiti,28003749,1452
2644,c00kiemon5ter,97634,668
2645,AlexWayfer,6510020,3756
2646,tmcgilchrist,170937,1782
2647,Gama11,2620907,743
2648,therzok,109974,2005
2649,ashok1994,8752259,1
2650,helstern,233848,0
2651,skovhus,1260305,1486
2652,Greg Hellings,273582,878
2653,gjtorikian,64050,894
2654,rolong,4326344,64
2655,thrix04,41500905,27
2656,mprahl,11711106,2346
2657,ono ono,1370070,520
2658,rushfrisby,574729,29
2659,jgromes,3407192,620
2660,olance,314079,263
2661,Bogdan,71147719,357
2662,le0pard,98444,1196
2663,yohangz,5279079,0
2664,wallet77,5022887,467
2665,GIRAUD,46991557,22
2666,windyakin,3339003,1065
2667,danielwertheim,196044,324
2668,pengrad,2172170,61
2669,hansemannn,10667698,991
2670,olafurpg,1408093,4817
2671,einavk,26688751,3
2672,iaomw,2307692,76
2673,GiladShoham,3840769,4807
2674,svenevs,5871461,778
2675,henrygd,8519632,80
2676,zml2008,629092,3078
2677,ekarson,39202283,0
2678,eltonmesquita,5007208,431
2679,pdeffebach,23196228,1745
2680,BKamins,82863554,0
2681,apokalyptik,98647,42
2682,bajb,2241334,1335
2683,eyalbe4,7830056,3821
2684,txs1992,17583395,95
2685,jljsj33,6802825,196
2686,beefchimi,643944,228
2687,weilix88,8561549,84
2688,casperdcl,41898282,43120984
2689,Erikvv,1748197,449
2690,Euank,2147649,578
2691,shawnrice,3452150,47
2692,grs,306588,1230
2693,mapsam,1943001,261
2694,oleurud,421145,56
2695,dgaubert,1936888,146
2696,kirrg001,1160712,536
2697,sjkp,3397744,97
2698,Shynixn,11297593,870
2699,singku,3468296,2
2700,eriknelson2,47368322,0
2701,jedisct1,124872,6241
2702,Green7,11303447,22
2703,drug007,1499607,442
2704,iondrimba,178548,1064
2705,herrstucki,70969,599
2706,gabrieldoty,7918600,0
2707,benmatselby,178634,1269
2708,calind41,48240414,47
2709,jkutner,1589,2206
2710,knightsc,4534275,61
2711,buren,922411,255
2712,hiddentao,266594,791
2713,opeongo,13119309,40
2714,nickl-,1404606,130
2715,c4milo,41681,318
2716,ssisil,34321341,10
2717,skykelsey,978150,0
2718,Brad,33058,0
2719,misi,9201715,0
2720,SunnySunnySunnySunny,23040438,0
2721,midzer,6484844,4271
2722,thegecko,61341,1317
2723,guybedford,598730,5072
2724,pvasek,946316,168
2725,adelavega,2774448,1706
